study_hours,attendance,internal_marks,practice_hours,performance
0.22,63.41,43,1.14,Poor
4.25,89.49,85,4.08,Good
1.46,75.58,48,1.4,Average
1.88,87.43,46,1.63,Average
0.92,65.02,41,0.38,Poor
2.31,50.97,29,1.06,Poor
2.12,64.39,46,1.88,Poor
2.05,80.22,69,1.69,Average
1.7,88.75,53,1.6,Average
5.92,98.44,77,4.1,Good
0.77,65.76,45,0.86,Poor
1.12,55.77,64,0.1,Poor
6.23,85.53,69,2.9,Good
2.32,70.89,72,2.72,Average
1.07,65.92,62,0.4,Poor
2.52,65.52,45,0.05,Poor
0.42,63.08,51,0.52,Poor
4.74,94.59,92,3.6,Good
3.97,95.72,84,4.16,Good
5.1,89.03,85,2.1,Good
7.16,91.46,83,1.75,Good
1.07,72.84,32,0.2,Poor
3.94,95.39,89,3.85,Good
3.77,75.55,75,1.07,Average
3.65,79.02,61,2.99,Average
3.3,73.58,70,3.49,Average
4.47,84.5,77,4.38,Good
2.79,76.24,80,1.88,Average
2.93,89.04,55,2.84,Average
5.06,87.86,87,4.09,Good
3.3,83.87,74,3.17,Average
2.53,90.13,57,3.38,Average
3.98,80.46,65,2.61,Average
1.56,75.45,53,1.38,Poor
1.69,78.89,59,1.55,Average
2.22,70.85,59,2.61,Average
5.54,90.93,85,2.38,Good
2.07,87.33,61,2.34,Average
0.49,75.9,78,1.48,Poor
3.46,78.87,59,2.64,Average
1.56,56.37,31,2.06,Poor
3.01,100.0,85,5.1,Good
6.31,88.0,70,4.1,Good
6.29,88.66,81,4.97,Good
1.8,81.36,64,1.51,Average
4.58,97.74,83,3.36,Good
0.77,63.11,38,0.96,Poor
2.08,76.08,77,0.98,Average
7.71,93.31,94,4.27,Good
3.42,99.92,51,0.5,Average
2.13,80.86,69,0.75,Average
3.84,75.0,54,0.68,Average
6.23,100.0,81,4.52,Good
6.17,95.47,89,5.0,Good
3.81,71.89,55,3.52,Average
2.46,83.7,46,2.75,Average
6.19,89.27,68,4.92,Good
6.16,88.56,74,3.2,Good
4.98,85.88,84,3.88,Good
0.91,45.26,48,0.95,Poor
4.88,83.47,83,3.48,Good
4.06,91.7,74,4.14,Good
3.13,74.73,76,2.54,Average
4.42,93.13,88,2.56,Good
5.06,76.84,63,2.16,Average
1.14,71.85,47,1.24,Poor
3.87,69.31,56,0.59,Average
1.37,73.49,46,0.61,Poor
1.11,76.1,37,0.21,Poor
1.57,83.6,28,0.37,Poor
4.69,93.74,79,2.41,Good
3.49,80.47,66,2.89,Average
4.55,80.39,62,2.73,Average
2.04,93.01,76,2.55,Average
2.37,75.67,35,1.43,Poor
5.07,89.38,78,6.39,Good
4.26,76.25,55,1.73,Average
2.11,70.37,55,1.64,Poor
6.6,99.65,79,5.94,Good
3.36,64.62,64,1.81,Average
4.46,78.44,74,3.02,Average
2.56,66.0,69,2.67,Poor
2.9,83.21,91,5.17,Good
1.45,90.0,51,0.28,Poor
6.34,82.64,89,4.48,Good
1.45,67.63,41,0.25,Poor
3.99,85.9,95,4.78,Good
1.65,89.1,55,0.0,Poor
0.43,58.18,29,1.11,Poor
4.9,90.03,84,4.78,Good
2.48,89.12,54,1.73,Average
4.28,84.51,95,5.65,Good
6.85,96.73,82,3.51,Good
4.5,86.31,79,3.24,Good
4.39,84.27,60,3.56,Average
1.26,87.6,52,4.1,Average
5.52,85.41,76,3.98,Good
2.62,83.16,56,3.62,Average
2.22,61.88,45,1.38,Poor
5.57,95.28,79,4.6,Good
3.84,91.04,79,3.75,Good
3.27,76.93,49,2.6,Average
4.9,93.92,75,3.45,Good
6.2,89.76,75,5.44,Good
3.66,72.13,54,2.41,Average
0.91,73.12,52,2.6,Average
1.24,72.6,38,0.56,Poor
4.13,91.36,85,3.16,Good
1.47,34.95,42,0.0,Poor
1.75,75.79,58,3.18,Average
5.83,82.83,76,5.47,Good
4.67,89.26,66,4.96,Good
1.8,62.6,38,2.4,Poor
1.92,84.44,75,3.95,Average
6.16,84.76,66,5.91,Good
2.06,79.44,68,3.05,Average
2.25,67.41,78,0.8,Average
6.75,99.77,63,6.18,Good
2.99,96.46,69,4.37,Good
0.96,76.98,32,1.25,Poor
3.66,86.73,70,6.08,Good
4.56,88.96,72,4.51,Good
6.47,89.2,82,4.4,Good
5.53,100.0,70,4.19,Good
0.98,61.19,65,0.14,Poor
3.16,82.24,61,1.57,Average
3.76,91.98,73,3.57,Good
4.48,88.56,56,2.35,Average
2.62,68.95,64,3.49,Average
5.68,87.86,65,4.76,Good
1.77,65.0,38,0.75,Poor
4.09,90.73,75,5.15,Good
5.87,82.32,86,2.6,Good
5.54,89.63,80,6.56,Good
4.55,83.85,59,4.79,Average
3.08,65.22,69,2.57,Average
2.79,73.87,50,3.17,Average
4.08,84.6,81,5.62,Good
1.81,49.21,37,2.6,Poor
4.05,71.01,64,0.95,Average
2.84,84.79,80,1.8,Average
2.22,91.65,56,2.86,Average
4.33,87.43,61,0.5,Average
4.93,80.76,80,3.42,Good
3.1,60.93,44,1.66,Poor
6.22,99.93,70,4.56,Good
1.67,56.77,47,0.77,Poor
2.96,87.2,48,2.75,Average
1.87,72.53,64,0.33,Poor
3.13,73.08,47,1.95,Poor
3.11,89.87,77,3.96,Good
5.3,86.14,82,4.33,Good
3.89,81.51,88,3.86,Good
4.98,88.89,83,4.52,Good
4.79,73.48,76,2.12,Average
5.46,89.25,87,2.93,Good
1.74,57.04,52,0.0,Poor
2.65,84.08,64,2.55,Average
1.8,55.53,23,1.35,Poor
0.0,80.61,49,1.34,Poor
1.23,51.82,36,1.77,Poor
7.01,93.83,71,6.19,Good
1.64,72.81,36,1.39,Poor
4.97,85.23,68,3.01,Good
6.47,87.33,66,4.55,Good
4.16,85.38,87,3.32,Good
0.97,65.39,31,1.44,Poor
1.65,76.14,41,1.24,Poor
4.5,88.91,68,3.84,Good
1.67,81.68,60,1.79,Average
2.23,71.77,65,3.02,Average
5.59,80.04,88,4.46,Good
5.2,85.98,76,4.1,Good
4.67,93.15,93,4.13,Good
2.0,67.02,50,1.21,Poor
4.64,83.87,76,3.63,Good
2.33,87.53,64,3.56,Average
2.9,83.04,58,3.25,Average
2.15,59.7,50,2.31,Poor
2.21,78.47,51,3.22,Average
1.42,53.35,47,1.01,Poor
6.33,95.0,77,3.31,Good
0.41,53.6,38,1.61,Poor
1.56,52.38,36,0.72,Poor
4.71,94.37,81,4.66,Good
1.75,85.75,67,3.07,Average
1.21,63.87,40,0.28,Poor
0.96,73.12,46,0.66,Poor
1.3,55.83,26,0.83,Poor
2.68,81.04,65,2.48,Average
3.98,94.79,77,3.15,Good
1.26,54.65,42,0.27,Poor
1.35,66.79,41,0.0,Poor
1.18,78.91,49,1.84,Poor
3.09,88.41,61,2.06,Average
4.15,89.98,83,3.35,Good
3.41,93.22,62,3.42,Average
5.67,89.53,72,3.36,Good
2.51,72.73,79,0.58,Poor
7.26,91.6,81,3.67,Good
4.48,96.6,74,2.58,Good
2.98,78.05,76,1.62,Average
4.37,77.97,68,3.0,Average
3.06,76.56,52,2.97,Average
1.69,64.09,45,0.8,Poor
1.69,54.73,45,0.6,Poor
1.79,65.48,53,0.0,Poor
0.82,80.12,78,1.45,Average
7.15,96.15,78,2.6,Good
3.25,89.46,72,1.56,Average
4.99,81.69,69,4.54,Good
0.54,73.85,43,2.15,Poor
4.72,85.63,87,4.55,Good
2.21,70.84,50,0.35,Poor
3.01,72.57,71,3.01,Average
3.74,70.41,57,2.71,Average
4.09,84.73,77,4.31,Good
4.8,93.63,87,5.38,Good
3.78,67.58,61,1.71,Poor
0.83,76.1,41,0.31,Poor
1.03,79.97,63,1.16,Poor
4.24,86.6,74,3.12,Good
1.12,73.36,47,1.67,Poor
1.88,81.65,74,2.86,Average
1.71,44.98,55,0.18,Poor
1.4,74.67,57,0.71,Poor
1.14,63.53,61,0.57,Poor
4.06,79.74,67,2.28,Average
4.16,88.98,80,2.27,Good
3.35,98.54,87,4.79,Good
1.91,66.34,59,0.68,Poor
6.77,95.6,71,2.25,Good
1.77,62.46,62,1.54,Poor
6.06,96.88,73,3.86,Good
2.36,58.21,47,1.97,Poor
3.27,81.35,53,4.03,Average
5.27,86.42,86,4.28,Good
1.6,41.28,37,0.75,Poor
4.86,76.14,91,6.06,Good
3.14,66.3,68,3.09,Average
4.99,88.02,80,3.45,Good
4.22,82.8,72,3.53,Good
3.94,90.79,75,3.84,Average
3.87,80.28,77,4.66,Good
1.47,67.98,46,1.19,Poor
5.72,95.64,96,4.6,Good
4.74,85.54,69,3.66,Good
1.2,51.96,32,0.08,Poor
4.16,81.44,71,2.24,Average
1.66,70.21,41,2.73,Poor
4.06,97.13,47,3.5,Average
5.33,85.97,84,4.19,Good
0.77,61.04,38,1.35,Poor
2.26,76.22,27,1.59,Poor
0.65,82.89,69,2.18,Average
1.94,82.42,56,0.66,Poor
1.58,77.19,61,2.17,Average
1.66,63.72,61,1.75,Poor
1.22,59.83,36,1.1,Poor
2.65,57.73,53,1.68,Poor
1.12,69.5,77,0.35,Poor
2.56,81.78,46,1.28,Average
0.9,59.21,59,1.13,Poor
1.81,90.36,71,2.95,Average
2.3,74.96,72,1.48,Average
1.28,64.75,33,0.0,Poor
3.34,88.17,81,3.26,Good
2.95,84.09,65,1.88,Average
4.68,98.23,71,4.45,Good
2.08,55.7,56,1.44,Poor
2.5,65.52,43,1.39,Poor
3.85,89.19,77,2.41,Good
2.24,81.64,55,0.0,Poor
5.48,94.76,66,6.91,Good
0.58,57.63,73,0.21,Poor
1.46,65.15,44,0.43,Poor
2.53,83.06,55,1.15,Average
6.0,88.42,82,4.72,Good
1.16,69.91,62,1.35,Poor
6.46,82.1,83,2.9,Good
1.78,78.36,36,0.0,Poor
2.98,84.16,79,0.6,Average
4.37,84.05,69,3.73,Good
1.3,76.53,39,2.36,Poor
2.04,72.27,21,0.48,Poor
4.36,73.64,70,2.42,Average
4.78,84.46,71,1.79,Average
1.18,69.08,65,3.0,Poor
3.37,83.94,74,2.83,Average
0.91,90.0,25,1.01,Poor
2.42,72.08,31,0.0,Poor
4.34,90.97,77,2.45,Average
3.87,89.98,84,2.95,Good
4.58,90.54,75,3.18,Good
4.3,92.71,74,4.21,Good
2.6,92.41,68,3.55,Average
2.38,82.61,54,4.43,Average
5.43,92.72,72,5.39,Good
3.6,94.5,85,3.9,Good
3.25,86.15,67,2.11,Good
1.48,67.89,48,0.0,Poor
4.65,99.14,67,3.39,Good
5.73,99.59,75,3.45,Good
2.92,81.6,58,3.65,Average
2.12,77.05,70,1.01,Poor
0.69,70.79,22,0.04,Poor
3.97,87.4,76,4.09,Good
0.83,90.0,49,0.3,Poor
0.61,59.4,28,0.0,Poor
0.96,64.52,65,0.68,Poor
2.69,73.28,60,2.53,Average
3.68,78.62,77,3.17,Average
5.85,86.03,85,3.86,Good
1.03,51.65,47,2.03,Poor
3.01,76.81,67,3.81,Average
5.37,81.08,79,1.8,Good
0.97,63.89,64,0.49,Poor
1.47,53.23,36,1.37,Poor
0.8,66.22,40,0.25,Poor
0.97,58.06,34,1.71,Poor
4.51,86.83,58,2.0,Average
1.65,72.89,62,0.64,Poor
3.12,82.15,63,3.4,Average
2.87,60.07,62,1.18,Poor
2.29,73.13,78,3.81,Average
6.55,90.85,79,3.08,Good
4.2,92.26,67,2.89,Good
2.53,74.11,71,2.58,Average
3.39,87.1,78,4.9,Good
1.83,72.11,37,0.45,Poor
2.41,97.86,75,2.97,Average
1.77,62.89,57,0.76,Poor
1.31,76.91,44,0.07,Poor
5.6,91.41,61,3.71,Good
5.28,83.06,82,2.0,Good
0.11,64.07,22,2.12,Poor
3.73,77.0,54,4.55,Average
1.36,60.66,51,1.03,Poor
2.89,84.74,63,1.87,Average
5.2,94.84,85,3.13,Good
0.78,46.8,55,0.44,Poor
3.95,87.35,74,5.17,Good
5.78,91.44,83,3.4,Good
2.22,51.51,58,0.81,Poor
4.37,91.05,76,3.32,Good
2.6,72.47,46,1.29,Poor
3.12,80.16,59,2.23,Average
0.86,52.16,41,1.47,Poor
1.49,74.56,39,0.59,Poor
3.42,78.25,80,3.06,Average
0.55,60.65,56,1.49,Poor
5.2,80.2,90,3.83,Good
2.08,64.86,50,0.99,Poor
2.37,70.63,37,0.42,Poor
4.54,94.17,82,4.23,Good
5.35,86.08,72,3.86,Good
3.8,91.01,89,5.02,Good
3.54,88.21,64,1.61,Average
1.9,75.76,48,0.73,Poor
5.5,82.95,87,3.86,Good
1.72,50.41,54,0.56,Poor
1.47,51.2,54,2.31,Poor
5.66,87.6,77,4.67,Good
5.12,91.82,84,4.2,Good
6.64,84.6,84,2.71,Good
5.21,84.88,77,5.79,Good
4.06,76.82,59,2.43,Average
3.34,77.89,45,1.28,Average
1.85,62.38,45,1.08,Poor
5.92,90.63,81,5.16,Good
5.09,89.16,82,3.43,Good
5.83,91.75,75,3.89,Good
1.31,76.96,60,1.52,Poor
1.24,65.19,36,1.84,Poor
2.38,76.59,46,1.06,Poor
3.47,88.16,91,4.62,Good
5.03,93.21,64,4.18,Good
3.87,87.17,85,4.11,Good
2.05,48.48,56,1.66,Poor
2.04,89.62,79,0.61,Average
1.1,59.37,49,1.02,Poor
2.51,77.31,80,2.74,Average
2.51,70.16,44,1.17,Average
2.27,72.11,67,1.58,Average
2.76,65.74,46,0.93,Poor
1.01,54.27,36,0.78,Poor
4.04,83.6,74,3.52,Average
5.14,92.99,70,4.51,Good
2.85,75.09,70,2.67,Average
3.18,87.91,61,2.46,Average
3.33,80.15,56,2.13,Average
5.38,85.47,78,4.35,Good
3.21,85.34,77,4.04,Average
3.31,82.48,73,4.74,Average
5.81,86.95,67,4.36,Good
5.49,93.65,69,4.09,Good
5.41,87.42,71,3.11,Average
3.68,93.19,77,0.5,Average
2.85,53.49,30,0.68,Poor
2.08,83.95,87,2.47,Average
3.32,83.61,62,1.44,Average
4.66,87.43,79,4.64,Good
3.11,87.79,62,2.05,Average
0.59,56.97,37,1.37,Poor
1.4,61.16,59,0.26,Poor
4.25,84.14,81,4.21,Good
1.61,76.05,61,2.98,Average
1.82,53.62,37,0.19,Poor
1.74,77.18,45,1.62,Poor
1.63,67.02,69,1.82,Poor
2.66,98.65,88,4.23,Good
5.07,89.82,77,5.37,Good
2.39,68.14,57,2.18,Poor
1.81,67.83,43,0.72,Poor
0.62,83.79,56,2.61,Average
6.14,92.36,85,4.43,Good
3.14,73.55,77,1.13,Average
1.86,80.78,42,0.0,Poor
5.11,78.69,80,4.33,Good
2.72,74.69,78,1.81,Average
1.85,76.67,76,3.65,Average
4.92,96.66,85,3.11,Good
2.46,88.88,82,4.09,Average
1.08,85.2,62,0.0,Poor
2.74,79.02,66,3.86,Average
2.42,74.54,69,1.15,Average
3.27,85.31,72,2.15,Average
3.18,68.47,61,1.77,Average
2.07,62.23,41,1.93,Poor
3.8,66.9,54,3.17,Average
4.16,78.23,66,2.21,Average
3.64,78.12,60,1.49,Average
5.14,100.0,71,3.16,Good
4.61,96.21,81,5.14,Good
1.19,70.32,45,1.61,Poor
2.3,62.02,43,1.32,Poor
2.51,73.85,65,1.45,Poor
2.32,87.3,87,3.98,Average
5.19,96.92,83,4.57,Good
4.6,87.96,76,4.92,Good
1.56,79.15,45,1.48,Poor
4.1,91.26,83,4.2,Good
1.87,64.94,41,2.33,Poor
4.92,92.44,84,4.4,Good
4.9,86.51,76,3.85,Good
3.17,88.4,50,1.92,Average
1.7,74.46,53,0.24,Poor
1.39,79.29,64,3.51,Average
1.45,61.74,68,0.39,Poor
2.53,78.54,68,1.89,Average
0.5,74.57,57,3.29,Average
6.88,89.38,86,3.97,Good
2.65,79.23,60,2.18,Average
2.46,62.1,66,1.46,Average
4.19,85.0,62,3.58,Good
1.35,76.6,30,1.34,Poor
4.84,88.02,65,5.33,Good
3.69,76.84,53,3.65,Average
0.71,56.1,49,1.54,Poor
2.03,79.43,69,1.79,Average
3.17,74.5,81,2.61,Average
2.62,75.49,61,1.2,Average
2.57,77.91,73,1.12,Average
4.74,94.2,72,3.29,Good
4.55,81.17,82,4.31,Good
2.23,79.95,82,4.04,Average
1.04,54.26,35,0.15,Poor
3.3,86.04,75,2.64,Average
2.84,82.98,58,2.39,Average
1.57,71.02,62,1.58,Poor
2.5,76.42,32,0.69,Poor
1.74,71.51,55,1.36,Poor
2.3,75.59,36,0.1,Poor
0.28,56.49,65,0.0,Poor
5.51,94.77,74,3.84,Good
7.24,82.11,69,4.95,Good
2.45,64.32,74,1.4,Poor
1.96,49.23,60,2.4,Poor
2.04,86.17,50,2.08,Average
3.13,84.01,62,1.72,Average
3.31,80.8,66,3.08,Average
2.23,53.06,44,1.03,Poor
0.14,79.55,31,2.28,Poor
4.68,90.26,79,4.23,Good
4.53,95.62,44,3.92,Average
2.42,74.99,65,3.32,Average
2.61,73.61,57,3.11,Average
1.71,78.93,64,2.19,Average
5.52,90.72,81,4.46,Good
1.22,61.31,47,0.04,Poor
3.09,92.86,75,4.21,Good
4.61,89.1,71,3.01,Good
6.56,84.78,80,4.55,Good
2.55,79.58,62,3.14,Average
1.94,80.97,63,4.45,Average
0.77,83.57,48,0.38,Poor
4.95,90.92,86,3.9,Good
4.1,73.32,73,2.23,Average
3.51,93.7,55,2.86,Average
2.0,66.67,73,1.34,Poor
1.86,62.79,47,1.38,Poor
1.92,77.58,47,3.86,Average
2.02,73.25,73,4.45,Average
2.15,62.51,36,0.65,Poor
1.23,75.02,47,1.41,Poor
5.5,100.0,70,3.24,Good
2.45,81.85,71,2.64,Average
4.3,87.67,70,3.35,Average
2.39,91.28,56,2.25,Average
2.07,63.81,40,0.62,Poor
2.82,63.21,71,2.82,Average
4.38,89.93,93,2.59,Good
1.5,65.42,44,1.08,Poor
5.26,85.59,75,3.18,Good
2.32,68.12,71,1.24,Poor
6.63,87.66,75,4.76,Good
1.98,51.57,35,2.3,Poor
3.84,90.75,81,5.76,Good
7.19,88.66,81,4.12,Good
4.53,85.37,52,2.26,Average
3.42,92.3,62,3.67,Average
3.45,87.96,62,3.0,Good
4.51,96.64,79,4.42,Good
0.99,65.98,57,0.38,Poor
4.16,92.59,85,5.08,Good
4.73,89.41,88,5.92,Good
1.55,75.83,80,4.18,Average
1.17,78.38,71,1.29,Average
4.15,89.45,79,5.26,Good
4.08,90.87,77,4.22,Good
1.7,64.5,41,1.42,Poor
3.81,92.8,86,4.58,Good
0.53,69.57,45,1.59,Poor
3.09,73.36,64,2.4,Average
2.34,74.93,45,2.6,Poor
1.97,62.64,33,2.06,Poor
5.3,76.08,64,1.96,Average
5.64,96.41,94,3.28,Good
4.36,72.54,54,2.18,Average
4.76,87.94,81,4.8,Good
4.5,85.03,79,4.93,Good
3.38,86.54,81,2.26,Average
5.28,87.22,90,1.5,Good
3.51,85.62,71,4.14,Good
5.31,82.37,81,5.49,Good
4.91,97.05,99,3.33,Good
4.94,94.27,84,1.87,Good
5.52,78.58,86,3.97,Good
1.99,70.06,52,1.48,Poor
3.79,79.26,75,1.63,Average
3.86,58.97,73,2.78,Average
1.36,75.78,64,1.33,Average
2.14,51.45,18,0.0,Poor
3.21,75.17,61,3.38,Average
1.65,84.95,41,1.34,Poor
6.64,91.09,77,5.08,Good
4.31,85.99,57,2.79,Average
0.48,80.41,49,1.78,Poor
5.32,88.12,85,4.4,Good
5.09,79.53,79,1.44,Average
3.51,79.34,47,1.39,Average
4.8,87.52,90,4.03,Good
1.64,84.5,71,3.28,Average
3.82,77.57,68,3.07,Good
2.61,89.87,79,2.9,Good
5.13,90.38,83,4.18,Good
3.74,84.12,80,3.94,Good
3.57,87.4,49,1.8,Average
3.55,81.87,63,4.05,Average
3.87,75.42,65,0.5,Average
3.41,69.46,52,1.45,Average
2.18,61.67,52,0.24,Poor
0.98,66.07,51,0.39,Poor
2.46,98.11,76,4.85,Good
4.65,93.96,91,4.44,Good
5.24,84.67,82,3.26,Good
4.86,90.15,56,2.12,Average
0.93,43.24,31,2.27,Poor
5.74,95.12,74,4.26,Good
2.03,71.71,40,1.87,Poor
6.06,87.67,88,4.09,Good
3.19,100.0,72,2.47,Average
1.13,57.66,47,0.0,Poor
3.06,80.87,80,3.16,Average
1.62,48.73,36,1.02,Poor
2.01,68.45,47,0.99,Poor
2.74,82.21,68,2.3,Average
3.1,90.53,58,2.18,Average
3.28,68.01,55,1.83,Average
3.12,86.68,58,1.71,Average
5.88,95.28,91,2.34,Good
1.99,55.92,51,2.11,Poor
5.9,82.79,89,3.58,Good
3.78,82.63,65,1.79,Average
0.93,74.62,68,2.42,Average
2.27,54.7,38,2.17,Poor
3.53,90.85,77,4.06,Good
4.85,83.92,77,3.89,Good
5.58,85.81,72,4.32,Good
1.11,72.79,53,1.21,Poor
2.86,76.36,77,0.65,Average
5.05,80.34,82,4.08,Good
4.84,83.83,89,4.34,Good
1.29,81.32,42,0.3,Poor
5.03,83.8,85,4.17,Good
1.75,67.79,35,0.7,Poor
5.25,83.17,94,3.98,Good
3.52,70.79,64,3.04,Average
4.92,90.94,64,4.16,Good
0.6,77.58,61,0.0,Poor
4.15,81.17,81,3.64,Good
3.28,87.88,58,2.57,Average
3.3,91.49,87,3.58,Good
0.94,61.61,39,0.0,Poor
0.88,70.93,28,2.89,Poor
1.73,72.72,54,2.38,Average
4.8,95.03,75,4.1,Good
0.03,67.43,39,0.79,Poor
3.53,82.88,63,3.64,Average
5.06,85.55,71,1.99,Good
5.05,89.58,70,3.63,Good
3.05,68.62,49,3.09,Average
1.12,69.56,48,0.79,Poor
3.76,89.76,59,2.63,Average
3.58,78.57,52,3.15,Average
5.95,88.32,81,3.29,Good
1.51,55.57,49,0.9,Poor
3.32,87.51,62,1.88,Average
1.61,40.7,32,1.08,Poor
6.13,87.94,70,3.17,Good
3.0,78.52,70,3.09,Average
3.29,75.75,69,3.32,Average
4.9,77.22,92,3.68,Good
4.9,84.37,84,2.66,Good
1.18,78.99,52,1.29,Poor
3.29,70.62,72,0.5,Average
0.9,62.47,44,0.35,Poor
1.42,46.35,28,2.06,Poor
1.14,64.86,25,0.54,Poor
5.57,97.31,78,3.69,Good
4.33,87.38,56,4.27,Average
0.0,68.75,48,0.0,Poor
5.99,77.45,79,2.83,Average
5.43,91.62,79,4.23,Good
4.56,88.79,89,5.05,Good
0.89,65.5,41,0.04,Poor
1.93,82.08,72,3.11,Average
0.5,75.04,71,3.58,Average
1.72,67.64,34,0.99,Poor
1.49,65.99,38,1.65,Poor
2.47,79.88,76,2.36,Average
5.66,79.9,91,6.2,Good
4.85,92.97,73,2.17,Good
1.63,61.78,44,1.56,Poor
2.06,81.44,67,2.08,Average
1.93,66.76,44,1.9,Poor
4.87,85.44,74,3.07,Good
3.84,67.71,64,2.8,Average
5.43,83.81,77,3.69,Good
4.7,84.31,75,4.14,Good
1.69,63.46,44,0.12,Poor
1.56,66.99,43,1.92,Poor
1.22,68.97,69,1.35,Poor
4.49,75.23,78,5.0,Average
3.82,91.03,57,2.4,Average
5.09,92.55,66,4.36,Good
1.02,70.81,39,0.78,Poor
1.54,60.05,54,0.48,Poor
2.69,74.28,63,1.86,Average
3.73,86.32,77,3.84,Average
4.21,82.28,63,0.5,Average
3.67,83.58,59,2.39,Average
5.3,89.65,73,3.39,Good
0.78,71.81,52,0.35,Poor
3.55,84.44,56,1.86,Average
5.82,94.32,74,1.47,Good
5.75,95.63,70,5.03,Good
2.0,69.41,38,1.37,Poor
0.83,77.28,25,1.05,Poor
2.88,80.14,67,3.13,Average
2.48,66.93,40,0.0,Poor
5.27,86.3,84,4.5,Good
1.46,75.11,25,0.79,Poor
2.3,42.79,23,0.7,Poor
0.75,54.42,39,1.83,Poor
2.65,76.13,46,1.24,Poor
1.78,76.02,61,2.64,Average
0.74,68.35,42,0.7,Poor
1.46,54.5,25,0.45,Poor
4.1,74.79,70,1.4,Average
4.69,77.68,81,3.15,Average
2.39,89.79,79,4.71,Good
5.24,88.48,85,3.79,Good
5.4,83.19,72,4.35,Good
1.62,88.75,76,1.68,Average
3.77,70.51,42,2.45,Average
2.2,77.82,72,2.07,Average
0.59,66.87,30,1.19,Poor
5.6,83.91,85,2.0,Good
4.04,89.18,81,2.93,Good
1.51,75.71,47,0.56,Poor
1.4,52.67,52,0.0,Poor
2.88,89.71,76,5.19,Good
5.81,89.73,93,4.03,Good
3.78,89.73,81,5.87,Good
3.47,69.4,73,3.31,Average
6.22,85.92,76,3.03,Good
1.6,75.92,62,2.04,Average
3.78,79.13,77,0.5,Average
3.43,89.76,68,1.38,Average
4.42,100.0,82,6.55,Good
3.83,90.52,46,2.56,Average
3.65,67.42,66,1.84,Average
0.0,67.82,35,1.25,Poor
1.6,86.88,45,0.95,Poor
1.86,56.97,47,0.87,Poor
3.97,91.16,72,6.7,Good
5.35,87.12,79,3.36,Good
5.62,92.01,96,3.55,Good
3.19,69.42,62,3.69,Average
0.9,55.92,66,1.05,Poor
1.3,40.41,64,1.38,Poor
3.79,78.84,59,1.48,Average
1.34,61.33,52,0.08,Poor
2.55,85.33,69,3.08,Average
2.66,74.26,20,0.42,Poor
1.64,59.83,63,2.03,Poor
1.12,90.0,51,1.78,Poor
0.73,90.0,37,2.43,Poor
5.56,85.74,66,5.25,Good
3.58,68.78,72,3.31,Average
5.5,90.13,76,3.44,Good
4.29,92.0,79,3.73,Good
3.47,92.75,77,3.27,Good
0.3,83.05,69,1.55,Poor
1.41,57.82,41,1.49,Poor
1.58,68.12,71,0.94,Poor
2.45,77.41,72,2.68,Average
3.63,87.25,72,2.91,Average
2.81,88.1,53,2.37,Average
0.65,59.14,31,0.0,Poor
0.51,58.5,40,1.48,Poor
4.61,83.71,76,3.29,Good
3.49,77.87,54,2.78,Average
3.85,100.0,94,4.12,Good
2.71,65.99,68,2.01,Average
2.73,87.34,76,2.73,Average
2.78,73.56,69,2.21,Average
1.67,83.76,44,2.21,Average
1.83,68.44,20,0.94,Poor
3.87,73.71,70,1.83,Average
3.05,80.71,49,2.28,Average
1.71,82.17,72,4.01,Average
5.43,95.91,76,3.73,Good
2.46,88.99,59,2.26,Average
2.4,70.15,68,3.44,Average
3.4,73.83,86,3.02,Average
5.87,100.0,83,1.91,Good
2.18,54.48,39,0.0,Poor
2.79,91.3,61,2.75,Average
5.17,88.72,75,5.44,Good
1.3,46.07,59,1.41,Poor
5.0,91.23,83,5.6,Good
3.91,81.62,57,2.79,Average
1.81,73.98,61,2.52,Average
3.43,85.06,50,1.92,Average
1.86,51.03,38,1.78,Poor
3.35,73.01,55,4.22,Average
4.69,90.18,87,4.51,Good
1.43,67.69,35,0.44,Poor
3.32,83.95,60,0.74,Poor
1.44,74.4,47,1.26,Poor
2.58,81.37,76,3.56,Average
2.46,63.89,47,0.38,Poor
1.9,72.62,32,0.9,Poor
3.25,75.21,45,2.54,Average
2.96,88.7,59,2.57,Average
1.12,64.32,33,1.16,Poor
5.98,87.26,79,4.13,Good
4.21,74.01,67,3.07,Average
3.17,93.79,75,3.06,Good
3.08,61.42,61,1.44,Average
4.14,76.86,78,1.72,Average
3.83,75.33,63,0.62,Average
1.91,75.68,42,1.56,Poor
1.46,72.56,22,0.99,Poor
0.79,41.08,55,1.37,Poor
3.79,85.58,79,3.54,Good
1.75,78.29,62,2.29,Average
6.83,93.49,84,5.09,Good
1.56,58.51,52,0.86,Poor
3.75,87.51,87,4.6,Good
1.2,71.82,50,1.1,Poor
2.92,83.9,66,3.69,Average
3.83,71.73,68,2.22,Average
3.24,74.56,65,4.69,Average
3.08,79.96,64,2.06,Average
1.47,73.15,29,1.25,Poor
5.53,92.0,82,4.46,Good
1.45,60.37,53,0.0,Poor
5.74,97.31,79,4.5,Good
3.14,75.38,45,2.68,Average
3.61,80.46,54,2.22,Average
1.34,43.6,35,0.53,Poor
2.61,83.76,71,0.5,Average
2.71,80.09,75,2.22,Average
